county_o,county_d,trips,distance_km,pair_count
USA.11.44_1,USA.11.44_1,163600,2.575278,100
USA.11.44_1,USA.11.60_1,196274,9.101958369470946,1153
USA.11.60_1,USA.11.44_1,203868,9.092813715277778,1152
USA.11.60_1,USA.11.60_1,7424014,8.139634566336042,13409
