county_o,county_d,trips,distance_km,pair_count
USA.23.46_1,USA.23.46_1,9536,1.8492000000000002,9
USA.23.46_1,USA.23.86_1,47981,13.19748508353222,838
USA.23.86_1,USA.23.46_1,46236,13.239563550295857,845
USA.23.86_1,USA.23.86_1,8912539,10.747664483744819,85665
