county_o,county_d,trips,distance_km,pair_count
USA.6.17_1,USA.6.17_1,10476368,9.504084373521215,19019
USA.6.17_1,USA.6.31_1,14003,12.790853623188406,138
USA.6.17_1,USA.6.3_1,103777,10.917343313953488,688
USA.6.31_1,USA.6.17_1,14668,12.754544525547445,137
USA.6.31_1,USA.6.31_1,6635,0.0,1
USA.6.31_1,USA.6.3_1,418,14.488380000000001,5
USA.6.3_1,USA.6.17_1,103378,10.867063211678833,685
USA.6.3_1,USA.6.31_1,397,14.488380000000001,5
USA.6.3_1,USA.6.3_1,41051,6.283384,25
