county_o,county_d,trips,distance_km,pair_count
USA.14.16_1,USA.14.16_1,46311911,12.380070472440945,527304
USA.14.16_1,USA.14.51_1,69338,16.47860676056338,710
USA.14.51_1,USA.14.16_1,69897,16.420690128755364,699
USA.14.51_1,USA.14.51_1,19281,0.0,1
