county_o,county_d,trips,distance_km,pair_count
USA.50.34_1,USA.50.34_1,6081,0.0,1
USA.50.34_1,USA.50.43_1,29350,8.24905268292683,205
USA.50.43_1,USA.50.34_1,29387,8.198555392156862,204
USA.50.43_1,USA.50.43_1,8517075,7.948613745980707,42296
